 "s1" , "p1" , "s2" , "p2" , "s3" , "p3" , "o" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_58" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_59" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_60" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_61" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_62" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_63" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_64" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_65" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_66" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_67" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_68" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_69" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_70" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_71" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
 "http://www.iiitd.ac.in/meetupgroups#Group" , "http://www.w3.org/2000/01/rdf-schema#subClassOf" , "http://www.iiitd.ac.in/meetupgroups#hasGroupID" , "http://www.w3.org/2000/01/rdf-schema#domain" , "http://www.iiitd.ac.in/meetupgroups#Group_72" , "http://www.w3.org/1999/02/22-rdf-syntax-ns#type" , "http://www.iiitd.ac.in/meetupgroups#Group" ,
